issn_normalizado,archivo,articulo_id,idioma,titulo,resumen,palabras_clave,extraccion,version_proceso,hash_articulo
2389-7848,PLANTILLA+2_7287+Conservación_JRR.pdf,PLANTILLA+2_7287+Conservación_JRR_0,en,"periodísticas verificables. Resultados. Los hallazgos muestran que el manejo de residuos, el respeto a senderos,","Objective. This article examines ancestral and everyday conservation practices within the framework of community-based ecotourism in five protected areas of the Colombian Caribbean: Tayrona National Natural Park, Isla de Salamanca Parkway, Los Flamencos Fauna and Flora Sanctuary, Corales del Rosario and San Bernardo National Natural Park, and Old Providence McBean Lagoon National Natural Park. Method. An interdisciplinary, descriptive -interpretive, and context -sensitive study was conducted, incorporating a benchmarking analysis with Ecuador, Mexico, Japan, and Costa Rica. The units of analysis were conservation 1 Mag. Universidad del Magdalena, Colombia. Email: giselarodriguez@unimagdalena.edu.co ORCID: https://orcid.org/0009-0005-5750-6998 2 PhD. Universidad del Magdalena, Colombia. Email: jelias@unimagdalena.edu.co ORCID: https://orcid.org/0000-0003-0188-6133 Conservación participativa y ecoturismo comunitario en cinco áreas protegidas del Caribe colombiano: percepciones de pueblos étnicos y actores territoriales 2 Clío América / ISSN Impreso: 1909-941X / ISSN Web: 2389-7848 / Vol. 20 No. 39 enero – junio de 2026 https://doi.org/10.21676/23897848.7287 practices, ethnic communities, and other territorial actors involved in ecotourism and governance dynamics. Primary information was collected through participant observation, guided field visits, dialogues, and field interviews with visitors, tourism opera tors, staff from National Natural Parks of Colombia, and members of local communities. These data were recorded through field notes, photographs, and videos. Secondary information was obtained from verifiable institutional, academic, and journalistic sourc es. Results. The findings show that waste management, respect for established trails, traditional knowledge, and community - based monitoring sustain conservation processes, although these practices remain insufficiently visible in official policies. Strengt hs were identified in environmental education, collaborative governance, and productive diversification, alongside persistent challenges related to tourism overcrowding, institutional coordination, and increasing pressure on mangrove ecosystems and coral reefs. Conclusion. The international comparison suggests that binding community participation and local reinvestment are key conditions for strengthening sustainable community-based ecotourism",community-based ecotourism; conservation; protected areas; participatory governance; Colombian Caribbean. JEL: O32; Q43; Q55,marcadores,1.0.0,ca37722fd9193ea9
2389-7848,PLANTILLA+3+(7307)+Capitalismo_JRr&Ss.pdf,PLANTILLA+3+(7307)+Capitalismo_JRr&Ss_0,es,Artículo de investigación científica y tecnológica,"Este artículo examina el capitalismo digital como un problema de economía política mediante la confrontación sistemática de dos tradiciones filosóficas: la escocesa -austriaca, que concibe el capitalismo como un orden espontáneo de coordinación descentralizada, y la crítica hegeliana-marxiana, que lo interpreta como un sistema de dominación. La investigación se pregunta es si el capitalismo digital constituye la culminación del orden espontáneo hayekiano, su disolución en una lógica de renta tecnológica o una tercera posibilidad que ninguna de estas tradiciones logra explicar por separado. Metodológicamente, se recurre al análisis filosófico de tradiciones, mediante el cual se reconstruyen los argumentos centrales de cada perspectiva en su versión más fuerte y evalúa su capacidad explicativa. Los resultados muestran que ambas tradiciones identifican dimensiones reales del fenómeno, aunque resultan insuficientes de manera aislada. Asimismo, revelan que el capitalismo digital es estructuralmente nuevo porque el algoritmo de la plataforma agrega preferencias y las modifica simultáneamente. Se concluye que la coordinación y la dominación constituyen dimensiones de una la misma operación observada desde ángulos opuestos, por tanto, una institucionalidad adecuada deberá satisfacer simultáneamente las condiciones de la catalaxia hayekiana y la ontología del reconocimiento hegeliana. Las líneas futuras incluyen la validación empírica de la modificación algorítmica de preferencias y el diseño de mecanismos de contestabilidad pública del algoritmo",capitalismo digital; capitalismo de plataformas; orden espontáneo; cosificación; gobernanza algorítmica. JEL: B14; B53; L86,marcadores,1.0.0,77419aa23d9a2be9
2389-7848,PLANTILLA+3+(7307)+Capitalismo_JRr&Ss.pdf,PLANTILLA+3+(7307)+Capitalismo_JRr&Ss_0,en,uestran que ambas tradiciones identifican,"This article to describe digital capitalism as a problem of political economy through systematic confrontation of two philosophical traditions: the Scottish -Austrian, which conceive capitalism as a spontaneous order of decentralized coordination, and the Hegelian -Marxian critical tradition, which interprets it as a system of domination. The research question is whether di gital capitalism implies the culmination of the Hayekian spontaneous order, its dissolution into logic technological rent, or a third possibility that neither of these traditions could be explained separately. The method use philosophical analysis of traditions, by means of which reconstructs each tradition's central of each perspective in their strongest version and evaluates their 1 Ph.D. Universidad Nacional de Colombia, Antioquía, Colombia. Email: aperezy@unal.edu.co ORCID: https://orcid.org/0000-0001-5190-5297 Pérez y Soto Domínguez, A. 33 Clío América / ISSN Impreso: 1909-941X / ISSN Web: 2389-7848 / Vol. 20 No. 39 enero – junio de 2026 https://doi.org/10.21676/23897848.730 explanatory capacity. The results show that both traditions determine a dimension of the phenomenon, however, its study isolated are insufficient. In addition that digital capitalism is structurally novel because the platform algorithm aggregates preferenc es and modifies them simultaneously. The conclusion is that the coordination and the domination are dimensions of the same operation seen from opposing angles, therefore, an adequate institutions must simultaneously satisfy the conditions of Hayekian catallaxy and Hegelian ontology of recognition. Future research lines include the empirical validation of algorithmic prefe rence modification and the design of mechanisms for public contestability of the algorithm",digital capitalism; platform capitalism; spontaneous order; reification; algorithmic governance. JEL: B14; B53; L86,marcadores,1.0.0,e488c43bbd5bdae8
2389-7848,PLANTILLA_10_7368__JRR.pdf,PLANTILLA_10_7368__JRR_0,es,Artículo de Investigación Científica y Tecnológica,"Este trabajo propone un modelo de búsqueda de empleo orientado a optimizar las actividades de outplacement o recolocación asistida. El modelo integra variables antecedentes —como la autoeficacia, los rasgos de autorregulación, las habilidades para la búsqueda de empleo y el apoyo social — con variables conductuales, entre ellas la intensidad y la estrategia de búsqueda, así como los canales de información utilizados. A diferencia de propuestas anteriores, se busca validar la incorporar de las estrategias de búsqueda de empleo como una variable conductual explícita. Para analizar y contratar el, modelo, se aplica ron regresiones jerárquicas con una muestra de 106 personas desempleadas en España. Los resultados indican que, entre las variables antecedentes, únicamente la autoeficacia tiene un efecto directo, positivo y estadísticamente significativo sobre la obtenci ón de ofertas laborales. Asimismo, se encontraron indicios de que la estrategia exploratoria y la intensidad de búsqueda pueden actuar como mediadores y contribuir al incremento del número de ofertas recibidas. En consecuencia, se concluye que los programa s de outplacement deben trascender el, enfoque tradicional, centrado en la asistencia técnica y adoptar un modelo orientado a generar cambios conductuales y motivacionales","recolocación asistida; búsqueda de empleo; intensidad de búsqueda; autoeficacia; estrategia exploratoria. JEL: J64, M51, M53",marcadores,1.0.0,714bcf33449036d5
2389-7848,PLANTILLA_10_7368__JRR.pdf,PLANTILLA_10_7368__JRR_0,en,"explícita. Para analizar y contratar el, modelo, se aplica ron regresiones","The purpose of this research is to analyze the relationship between Gross Domestic Product (GDP), Research and This study presents a job search model designed to improve the effectiveness of outplacement or assisted relocation programs. The model brings together antecedent variables --such as self -efficacy, self-regulation traits, job search skills, and social support -- with behavior al variables including search intensity, search strategies, and information channels. Unlike previous approaches, our proposal explicitly incorporates job search strategies as a behavioral variable to be tested. To examine and validate the model, we conduc ted hierarchical regression analyses using a sample of 106 unemployed individuals in Spain. The findings show that, among the antecedent variables, only self-efficacy has a direct, positive, and statistically significant effect on receiving job offers. The results also suggest that exploratory search strategies and search intensity may act as mediating factors, contributing to an increase in the number of offers obtained. Overall, the study highlights 1 PhD. Universidad de Vigo. España. Email: pedropablo.rey@uvigo.gal ORCID: https://orcid.org/0009-0009-6667-2495 2 PhD. Universidad de Vigo. España. Email: hugo.perez.moure@uvigo.gal ORCID: https://orcid.org/0000-0002-2233-0057 3 PhD. Universidad de Vigo. España. Email: velando@uvigo.gal ORCID: https://orcid.org/0009-0009-2584-9442 4 PhD. Universidad de Vigo. España. Email: miguelangel.crespo@uvigo.gal ORCID: https://orcid.org/0009-0004-4011-9580 Factores de la búsqueda de empleo y su incidencia en el diseño de los programas de recolocación asistidas 16 Clío América / ISSN Impreso: 1909-941X / ISSN Web: 2389-7848 / Vol. 20 No. 39 enero – junio de 2026 https://doi.org/10.21676/23897848.7368 the need for outplacement programs to move beyond a traditional focus on technical assistance and adopt an approach centered on behavioral and motivational change","outplacement; job search; job search intensity; self-efficacy; exploratory strategy.. JEL: J64, M51, M53",marcadores,1.0.0,256cecc9eb4b491f
2389-7856,1_6763+Art_Uso+gamificación+de+actividades_8-31.pdf,1_6763+Art_Uso+gamificación+de+actividades_8-31_0,es,______________________________________________________________________________________________________________________________,"Las prácticas tradicionales en la enseñanza de las matemáticas, centradas en la repetición mecánica y la transmisión de contenidos descontextualizados, han limitado el desarrollo del pensamiento lógico-matemático en estudiantes de primaria. Ante esta situa ción, se propuso el diseño e implementación de actividades desconectadas y estrategias de gamificación para fortalecer dicho pensamiento en estudiantes de cuarto grado de una institución educativa multilingüe de la ciudad de Barranquilla. Esta investigació n se orientó desde un diseño cuasi -experimental de grupos no equivalentes con pretest–postest y un componente cualitativo embebido; la investigación-acción se integró como estrategia pedagógica durante la implementación en el grupo intervenido. La muestra estuvo compuesta por 26 estudiantes, distribuidos en un grupo control y un grupo experimental. Para la recolección de datos se emplearon instrumentos como pretest y postest, registros académicos, guía de observación y cuestionario. Los resultados evidenciaron avances significativos en habilidades como el reconocimiento de patrones, la lógica secuencial y el razonamiento deductivo, concluyendo que las actividades desconectadas y la gamificación constituyen herramientas efectivas, desde un enfoque lúdico, significativo e inclusivo, y favorecen el desarrollo del pensamiento lógico-matemático en estudiantes de básica primaria, respondiendo a los desafíos de la educación actual",pensamiento lógico-matemático; gamificación; actividades desconectadas; problemas de contenido matemático,marcadores,1.0.0,eaf15c4665e5889f
2389-7856,1_6763+Art_Uso+gamificación+de+actividades_8-31.pdf,1_6763+Art_Uso+gamificación+de+actividades_8-31_0,en,ategia pedagógica durante la implementación en el grupo intervenido. La muestra,"Traditional practices in mathematics education, focused on mechanical repetition and the transmission of decontextualized content, have limited the development of logical -mathematical thinking in primary school students. In response to this issue, the impl ementation of unplugged activities and gamification strategies was proposed to strengthen such thinking in fourth -grade students at a multilingual educational institution in the city of Barranquilla. This research was methodologically guided by a quasi -experimental non -equivalent groups pretest –posttest design with an embedded qualitative component; action research was incorporated as a pedagogical strategy during implementation in the intervention group. The sample consisted of 26 students, divided into a control group and an experimental group. Data were collected through instruments such as pretests and posttests, academic records, observation guides, and questionnaires. The results showed significant progress in skills such as pattern recognition, sequential logic, and deductive reasoning, leading to the conclusion that unplugged activities and gamification are effective tools— through a playful, meaningful, and inclusive approach —that foster the development of logical - mathematical thinking in primary school students, addressing the challenges of contempo rary education","logical-mathematical thinking; gamification; unplugged activities; mathematical problems. 1. Universidad del Atlántico, Barranquilla, Colombia. soniabalbuena@mail.uniatlantico.edu.co. ORCID: https://orcid.org/0000-0003-3667-1087 2. Universidad del Atlántico, Barranquilla, Colombia. leandroaherrera@mail.uniatlantico.edu.co. ORCID: https://orcid.org/0009-0002-5815-024X 3. Universidad del Atl",marcadores,1.0.0,359589e6d62d2641
2389-7856,2_6660+Art_Representaciones+sociales+salud_32-50.pdf,2_6660+Art_Representaciones+sociales+salud_32-50_0,es,______________________________________________________________________________________________________________________________,"El presente estudio analiza las representaciones sociales (RS) de la salud mental (SM) en estudiantes de décimo grado de la Institución Educativa Distrital (IED) Antonio Villavicencio, en Bogotá, durante el año 2024. A partir de un diseño mixto de predomin io cualitativo, se aplicaron redes semánticas a 42 participantes y se desarrollaron cuatro grupos focales con 16 alumnos. El análisis estructural evidenció un núcleo central conformado por los términos “bienestar”, “autoestima”, “cuidado”, “depresión” , “e mociones” y “estabilidad”, mientras que las categorías periféricas estuvieron vinculadas a “problemas mentales”, “autoconocimiento”, “apoyo social”, “estilo de vida” y “medios de expresión”. Los resultados indican que, si bien los jóvenes reconocen la relevancia de la SM, tienden a postergar acciones hasta la aparición de dificultades, perciben a la institución educativa como poco receptiva a sus necesidades y demandan espacios confidenciales y programas psicoeducativos más eficaces. La investigación ofrece evidencia empírica sobre la construcción colectiva de sentidos en contextos escolares de estrato 2 y sugiere la institucionalización de protocolos de confidencialidad, formación docente y estrategias de promoción psicosocial",bienestar; estudiante; desarrollo afectivo; mentalidad; salud mental,marcadores,1.0.0,d17bf59e27ae0489
2389-7856,2_6660+Art_Representaciones+sociales+salud_32-50.pdf,2_6660+Art_Representaciones+sociales+salud_32-50_0,en,"nos “bienestar”,","This study analizes the social representations of mental health among tenth -grade students at IED Antonio Villavicencio, in Bogotá, during the year 2024. Using a mixed methods whit a predominantly qualitative design, semantic networks were applied to 42 participants, and four focus groups were conducted with 16 students. The structural analysis identified a central core composed of the terms well-being, self-esteem, care, depression, emotions, and stability, along with peripheral categories related to mental health problems, self -knowledge, social support, lifestyle, and means of expression. Findings indicate that although young people acknowledge the importance of mental health, they tend to delay action un til difficulties arise, perceive the educational institution as unresponsive to their needs, and demand confidential spaces and more effective psychoeducational programs. The study provides empirical evidence on the collective construction of meaning within low-income school contexts and highlights the need to institutionalize confidentiality protocols, teacher training, and psychosocial promotion strategies","emotional development; mental health; mentality; student; well-being. 1. Universidad Distrital Francisco José de Caldas de la ciudad de Bogotá, Colombia. dorodriguezb@udsitrital.edu.co. ORCID: https://orcid.org/0009-0006-2075-3984 2. Universidad Distrital Francisco José de Caldas de la ciudad de Bogotá, Colombia. jsquimbayoh@udistrital.edu.co. ORCID: https://orcid.org/0009-0004-7653-3249",marcadores,1.0.0,503892123d7025d5
2389-7856,3_6838+Art_Ambientes+activos+modificantes_51-69.pdf,3_6838+Art_Ambientes+activos+modificantes_51-69_0,es,______________________________________________________________________________________________________________________________,"El presente estudio analiza el efecto de los ambientes activos modificantes (AAM) en el fortalecimiento de las competencias básicas en ciencias sociales en estudiantes de una institución pública de Pasto, Colombia. Mediante un diseño de investigación -acción con enfoque cualitativo, se promovieron estrategias de aprendizaje activo fundamentadas en la teoría de la modificabilidad estructural cognitiva para evaluar cómo la transformación del entorno educativo incide positivamente en el desarrollo cognitivo y c ompetencial de los estudiantes. Los resultados revelan que la implementación de los AAM contribuye significativamente al dominio de conceptos fundamentales de las ciencias sociales, al reconocimiento y la aplicación de sus modelos teóricos y a la generación de alternativas de comprensión de la realidad social mediante el uso crítico de la información, en línea con los lineamientos del Ministerio de Educación Nacional y el Instituto Colombiano para la Evaluación de la Educación (Icfes). En conjunto, el estud io aporta evidencia valiosa sobre la importancia de adaptar los espacios de formación para potenciar el desarrollo de competencias en ciencias sociales, favoreciendo un aprendizaje contextualizado que vincula el conocimiento científico-social con situaciones cotidianas",estrategia de aprendizaje; educación básica; ciencias sociales,marcadores,1.0.0,97c91af1fdeacacf
2389-7856,3_6838+Art_Ambientes+activos+modificantes_51-69.pdf,3_6838+Art_Ambientes+activos+modificantes_51-69_0,en,llo cognitivo y c ompetencial de los estudiantes. Los resultados revelan,"This study analyzes the effect of active modifying environments on the strengthening of basic competencies in Social Sciences among students from a public school in Pasto, Colombia. Through an action-research design with a qualitative approach, active lear ning strategies grounded in the theory of structural cognitive modifiability are promoted to evaluate how the transformation of learning environments positively influences students’ cognitive and competency development. The results reveal that the implementation of these environments significantly enhances the mastery of fundamental concepts in Social Sciences, the recognition and application of theoretical models, and the generation of alternative interpretations of social reality through the critical use of information, in accordance with the guidelines of the Ministry of National Education and the ICFES. Overall, the study provides valuable evidence on the importance of adapting educational environments to foster the development of competencies in Social Sciences, promoting contextualized learning that connects scientific-social knowledge with everyday situations","learning strategy; basic education; social sciences. 1. Universidad de Nariño, Pasto, Colombia. jonnathanharnarvaez@udenar.edu.co. ORCID: https://orcid.org/0000-0002-3023-5156 2. Universidad de Nariño, Pasto, Colombia. kevincor63@udenar.edu.co. ORCID: https://orcid.org/0009-0002-0374-2619 Tipo de artículo: Investigación científica y tecnológica Recibido: 31 de agosto de 2025 Ac",marcadores,1.0.0,b10c05cc71cf6da8
2389-7856,4_6567+Art_Effectiveness+computerized_70-89.pdf,4_6567+Art_Effectiveness+computerized_70-89_0,en,______________________________________________________________________________________________________________________________,"The use of digital tools for cognitive training in children with autism spectrum disorder has shown potential as a complement to traditional therapies, although supporting evidence remains limited. This study aimed to evaluate the effectiveness of a comput erized executive function stimulation program using the Lumosity® platform in a sample of 47 children aged 6 to 12 years with a clinical diagnosis of level 1 ASD and normative cognitive functioning. A quasi -experimental design was used with non -probabilistic assignment to an experimental group, which received digital training over 16 weeks, and an active control group with a psychoeducational intervention. Standardized assessments were administered pre- and post-intervention, focusing on working memory, inhibitory control, and planning. Results showed significant improvements in the experimental group compared to the control group, with moderate to large effect sizes, particularly in inhibitory control and planning. It is concluded that the use of gamified d igital platforms may be an effective alternative to strengthen cognitive skills related to autonomy, learning, and functional adaptation. These findings provide support for the integration of technology -based interventions into neuropsychological programs aimed at promoting cognitive development in children with ASD",autism spectrum disorder; executive functions; cognitive training; digital interventions; lumosity,marcadores,1.0.0,ab3ec48591d89195
2389-7856,4_6567+Art_Effectiveness+computerized_70-89.pdf,4_6567+Art_Effectiveness+computerized_70-89_0,es,igital training,"El uso de herramientas digitales para el entrenamiento cognitivo en niños con trastorno del espectro autista ha mostrado potencial como complemento a las terapias tradicionales, aunque su evidencia aún es limitada. Este estudio tuvo como objetivo evaluar l a efectividad de un programa computarizado de estimulación de funciones ejecutivas mediante la plataforma Lumosity®, en una muestra de 47 niños entre 6 y 12 años con diagnóstico clínico de TEA nivel 1 y funcionamiento cognitivo normativo. Se utilizó un diseño cuasiexperimental con asignación no probabilística a un grupo experimental, que recibió entrenamiento digital durante 16 semanas, y a un grupo control activo con intervención psicoeducativa. Se aplicaron evaluaciones estandarizadas antes y después de la intervención, centradas en memoria de trabajo, control inhibitorio y planificación. Los resultados mostraron mejoras significativas en el grupo experimental frente al control, con tamaños de efecto moderados a grandes, destacando un impacto mayor en control inhibitorio y planificación. Se concluye que el uso de plataformas digitales con enfoque lúdico puede ser una alternativa eficaz para fortalecer habilidades cognitivas asociadas a la autonomía, el aprendizaje y la adaptación funcional, aportando evidencia a favor de su incorporación en programas de intervención dirigidos a niños con TEA","trastorno del espectro autista; funciones ejecutivas; entrenamiento cognitivo; intervenciones digitales; lumosity. 1. Universidad de Los Lagos, Osorno, Chile. andrea.caldichoury@ulagos.cl. ORCID: https://orcid.org/0000-0003-0813-5324 2. Universidad de La Habana, La Habana, Cuba. klency@psico.uh.cu. ORCID: https://orcid.org/0000-0002-8927-6825 Tipo de artículo: Investigación científica",marcadores,1.0.0,61d9b3380e661c14
2389-7856,5_6851+Art_Prácticas+etnoeducativas+afrocolombia_90-108.pdf,5_6851+Art_Prácticas+etnoeducativas+afrocolombia_90-108_0,es,______________________________________________________________________________________________________________________________,"Este artículo tiene como objetivo analizar el desarrollo de las prácticas etnoeducativas en tres instituciones del departamento de Bolívar (Institución Educativa Tierra Baja, Institución Educativa Pedro Romero e Institución Etnoeducativa Técnica en Agroindustria y Sistemas de San Pablo) con el fin de valorar sus avances y desafíos en el fortalecimiento identitario y el etnodesarrollo de las comunidades afrodescendientes. El estudio se justifica por la necesidad de superar visiones folclorizadas y métodos de enseñanza descontextualizados que limitan la resignificación cultural y la justicia educativa en territorios étnicos. Su importancia radica en que aporta evidencia empírica para comprender el papel de la escuela en la construcción de conciencia étnica, la defensa territorial y la transmisión de saberes ancestrales, aspectos poco sistematizados en el Caribe colombiano. La investigación adopta un enfoque cualitativo con diseño de estudio de caso mediante revisión documental, entrevistas semiestructuradas y a nálisis de planes de clase. Los resultados muestran diferencias en el enfoque etnoeducativo según el contexto de cada institución; sin embargo, los tres establecimientos coinciden en la apropiación del discurso étnico y el creciente reconocimiento comunitario de la escuela como agente de empoderamiento. Como conclusión, se observa que persisten desafíos en el currículo y en los modelos pedagógicos, por lo cual resulta necesario fortalecer una etnoeducación crítica y contextualizada que articule territorio, memoria y transformaciones sociales",afrocolombianidad; etnoeducación; prácticas pedagógicas; proyecto educativo comunitario (PEC),marcadores,1.0.0,f0c2f45a81ebc47c
2389-7856,5_6851+Art_Prácticas+etnoeducativas+afrocolombia_90-108.pdf,5_6851+Art_Prácticas+etnoeducativas+afrocolombia_90-108_0,en,"nsmisión de saberes ancestrales, aspectos poco sistematizados en el Caribe","The article aims to analyze the development of ethno -educational practices in three institutions in the department of Bolívar (Institución Educativa Tierra Baja, Institución Educativa Pedro Romero and Institución Etnoeducativa Técnica en Agroindustria y Sistemas de San Pablo), in order to assess their progress and challenges in strengthening identity and promoting the ethno -development of Afro-descendant communities. It is justified by the need to overcome folklorized perspectives and decontextualized educational practices that limit cultural resignification and educational justice in ethnic territories. Its importance lies in providing empirical evidence to understand the role of schools in the construction of ethnic consciousness, territorial defense and transmission of ancestral knowledge —areas poorly systematized in the Colombian Caribbean. The research adopts a qualitative approach with a case study design, using document review, semi-structured interviews, and ana lysis of lesson plans. The results reveal differences in ethno -educational approach according to the context of each institution; however, they share common elements such as the appropriation of ethnic discourse and the growing community recognition of the school as an agent of empowerment. It is concluded that challenges persist regarding curriculum and pedagogical models, highlighting the need to strengthen a critical and contextualized ethno -education that articulates territory, memory, and social transformation","afro-colombian identity; ethno-education; pedagogical practices; Community Educational Project. 1. Institución Educativa Tierra Baja, Cartagena, Colombia. malvarezt@unicartagena.edu.co. ORCID: https://orcid.org/0000-0003-4914-8893 2. Universidad Tecnológica de Bolívar, Cartagena, Colombia. gmestre@utb.edu.co. ORCID: https://orcid.org/0000-0002-2446-899X 3. Universidad Católica de Temuco, T",marcadores,1.0.0,cb5b4dff5c7ed0d2
2389-7856,6_6762+Art_Estrategias+didácticas+lectura_109-128.pdf,6_6762+Art_Estrategias+didácticas+lectura_109-128_0,es,______________________________________________________________________________________________________________________________,"A pesar de que la lectura y la escritura constituyen procesos esenciales para el desarrollo académico, sus resultados en las evaluaciones no siempre son satisfactorios. Este estudio tuvo como propósito identificar las tipologías textuales más empleadas en la educación básica primaria y caracterizar las estrategias didácticas que las acompañan. Para ello, se utilizó la metodología PRISMA y se llevó a cabo una revisión de artículos publicados entre 2020 y 2024 en bases de datos como ERIC, Scopus, Redalyc y SciELO. Los resultados evidencian un predominio del uso de textos narrativos en el aula, en contraste con una baja presencia de textos científicos. Asimismo, se identificaron diversas estrategias didácticas, entre las que destacan aquellas que estimulan la c reatividad, el uso de rúbricas, la planificación mediante secuencias didácticas, el aprovechamiento de recursos digitales y las actividades cooperativas. En menor medida, se observó la implementación de estrategias orientadas al aprendizaje interdisciplinario. Las conclusiones señalan que, si bien el texto narrativo continúa siendo el más abordado, también se incorporan otras tipologías textuales como el expositivo y el argumentativo que favorecen el desarrollo de habilidades inferenciales y críticas. Se ad vierte, además, una transición de enfoques tradicionales hacia prácticas centradas en la comprensión y producción textual",estrategias didácticas; escritura; lectura; escuela primaria; educación básica,marcadores,1.0.0,564f78185e85049b
2389-7856,6_6762+Art_Estrategias+didácticas+lectura_109-128.pdf,6_6762+Art_Estrategias+didácticas+lectura_109-128_0,en,"una baja presencia de textos científicos. Asimismo, se identificaron diversas","Although reading and writing are essential processes for academic development, their results in assessments are not always satisfactory. The purpose of this study was to identify the most used text types in primary education and to characterize the teachin g strategies that accompany them. To this end, the PRISMA methodology was used, and a systematic review of articles published between 2020 and 2024 was carried out in specialized databases such as ERIC, Scopus, Redalyc, and SciELO. The results show a predominance of narrative texts in the classroom, in contrast to a low presence of scientific texts. Likewise, various teaching strategies were identified, among which those that stimulate creativity, the use of rubrics, planning throu gh teaching sequences, the use of digital resources, and cooperative activities stand out. To a lesser extent, the implementation of strategies aimed at interdisciplinary learning was observed. The conclusions indicate that, although narrative texts contin ue to be the most used, other types of texts, such as expository and argumentative texts, are also incorporated, which favors the development of inferential and critical skills. There is also a transition from traditional approaches to practices focused on meaningful textual comprehension and production","didactic strategies; writing; reading; primary school; basic education. 1. Universidad Antonio Nariño, Bogotá, Colombia. susaboca@gmail.com. ORCID: https://orcid.org/0009-0003-2690-9060 2. Universidad Antonio Nariño, Bogotá, Colombia. marisbuitrago@uan.edu.co. ORCID: https://orcid.org/0000-0001-8254-4025 Tipo de artículo: Revisión Recibido: 07 de agosto de 2025 Aceptado: 30 de",marcadores,1.0.0,a165787e859621f5
2389-7856,6_6762+Art_Estrategias+didácticas+lectura_109-128.pdf,6_6762+Art_Estrategias+didácticas+lectura_109-128_1,es,e las estrategias didácticas y las tipologías textuales abordadas en básica primaria (Page,"del artículo de investigación en áreas temáticas con cada base de datos, tales como ciencias sociales, artes, humanidades, ciencias de la computación, psicología, escritura, lectura, educación y estudiantes de escuela primaria. ● Elegibilidad: se establecieron los criterios de inclusión y exclusión. Se seleccionaron investigaciones realizadas en instituciones oficiales y privadas. Asimismo, se incluyeron artículos redactados en inglés y español. Se excluyeron los estudios pertenecientes a otras áreas del Estrategias didácticas para fomentar la lectura y la escritura en estudiantes de educación básica primaria Effectiveness of computerized lumosity® tasks to improve executive functions in children with ASD Praxis / ISSN Impreso: 1657-4915 / ISSN Web: 2389-7856 / Vol. 22, No. 1 enero - marzo de 2026 DOI: https://doi.org/10.21676/23897856.6762 Página 113 conocimiento, como matemáticas, contabilidad o economía. También se descartaron documentos duplicados, aquellos que no se centraban en la enseñanza en educación básica primaria y los publicados fuera del rango de años previamente establecido. ● Inclusión y validación: se incluyó un total de 50 investigaciones que cumplieron con los requisitos establecidos. En aras de garantizar la validez del proceso, se analizaron las investigaciones seleccionadas a través de una matriz de contenido. A continuación, se describe este proceso de búsqueda (figura 1). Figura 1. Diagrama de flujo basado en la declaración PRISMA. RESULTADOS En relación con las publicaciones sobre lectura y escritura en educación básica primaria durante el periodo 2020–2024, se consultaron las bases de datos Scopus, Redalyc, ERIC y SciELO, las cuales se presentan en la Tabla 1. Asimismo, se emplearon operadores booleanos y",", de acuerdo con las opciones de búsqueda permitidas en cada plataforma, con el fin de delimitar y precisar los resultados obtenidos. Estrategias didácticas para fomentar la lectura y la escritura en estudiantes de educación básica primaria Praxis / ISSN Impreso: 1657-4915 / ISSN Web: 2389-7856 / Vol. 22, No. 1 enero - marzo de 2026 DOI: https://doi.org/10.21676/23897856.6762 Págin",marcadores,1.0.0,bb0eeaf4f604558a
2389-7864,Agudelo+Guerrero...+Intropica.pdf,Agudelo+Guerrero...+Intropica_0,es,*Autor de correspondencia:,"El monitoreo de la biodiversidad acuática en ambientes de alta turbidez representa uno de los principales retos para los métodos ópticos convencionales, dada la limitada visibilidad y la consecuente degradación de la calidad de imagen en ecosistemas acuáti cos complejos. Esta limitación ha impulsado el desarrollo de redes neuronales capaces de interpretar patrones complejos a partir de señales acústicas, hidroacústicas y sensoriales en condiciones ópticamente restrictivas. La presente revisión sistemática ex amina la literatura científica de alto impacto publicada entre 2013 y 202 5, con el objetivo de analizar críticamente la aplicación de modelos de aprendizaje profundo, incluidas las redes neuronales convolucionales (CNN), las redes neuronales recurrentes (RNN) y arquitecturas híbridas, orientados a la clasificación e identificaci ón automática de peces. Los resultados indican que las CNN predominan en tareas de reconocimiento visual, mientras que las RNN muestran mayor aplicabilidad en el procesamiento y deco dificación de señales acústicas. No obstante, se identifica una brecha significativa en investigaciones centradas en aguas turbias, estuarios y zonas costeras afectadas por el cambio climático. Asimismo, a pesar de los avances registrados en sistemas no in vasivos para el reconocimiento ictiológico automatizado, persisten desafíos metodológicos relacionados con la escasez de conjuntos de datos estandarizados, la limitada disponibilidad de datos hidroacústicos etiquetados y la falta de protocolos de entrenamiento adaptados a escenarios reales de baja visibilidad. En conclusión, este trabajo propone una hoja de ruta orientada a consolidar la inteligencia artificial basada en información hidroacústica como herramienta estratégica para la conservación marina, el monitoreo ecológico y la gestión pesquera sostenible en el siglo XXI",aprendizaje profundo; clasificación ictiológica automatizada; conservación marina; ecosistemas de baja visibilidad; gestión pesquera sostenible; monitoreo hidroacústico,marcadores,1.0.0,0d2ac27f9b4e902e
